title	description	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	final movie	final topic
Box Office: ‘Hunger Games’ Prequel Opening to $45M-$50M, ‘The Marvels’ Suffers Historic Drop	Tom Blyth and Rachel Zegler in 'The Hunger Games: The Ballad of Songbirds and Snakes.' Lionsgate’s prequel The Hunger Games: The Ballad of Songbirds & Snakes is headed for a $45 million-plus opening at the domestic box office after earning $19.1 million on Fr…	Tristan	HG, Marvels	Box	Michael	HG, Marvels	Box	HG, Marvels	Box
Apple’s ‘Napoleon’ Sets Thanksgiving Global Box Office Battle Plan Via Sony With $46M WW Start – Preview	EXCLUSIVE: Getting a leg-up here on our Thanksgiving stretch preview, Apple Studios production of Ridley Scott’s Napoleon will invade the global box office via Sony this Wednesday, in what’s shaping up to be a $46M WW global start. Split up for the Wednesday-…	Tristan	Napoleon	Box	Michael	Napoleon	Box	Napoleon	Box
Box Office Results: Beyonce and Godzilla Lead Quiet December Weekend	The first week of December resulted in a relatively quiet box office, albeit with a few pleasant surprises. Among them is Renaissance: A Film by Beyonce, which took the top domestic spot with $22 million, per Deadline. Sure, this latest concert venture is far…	Tristan	Renaissance, Godzilla	Box	Michael	Renaissance	Box	Renaissance, Godzilla	Box
‘Songbirds & Snakes’ Director Francis Lawrence On Finding Tom Blyth; Lead Star Chats Coriolanus Snow’s Next Steps & Lucy Gray Baird’s Whereabouts – Crew Call Podcast	Warning: This podcast contains spoilers about the ending of Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes “In 2015, we thought she was done.” That’s what filmmaker Francis Lawrence thought about the finale of the $3 billion-plus grossing The …	Tristan	HG	Plot	Michael	HG	Promo	HG	Promo
Marvel's The Marvels opens at the top of the weekend box office, and let’s leave it at that	It looks like Marvel Studios’ domination of the U.S. box office continues, with The Marvels—the latest entry in the MCU—opening in the number one spot. Of course… it did also manage to have the worst opening weekend in the history of the franchise, as predict…	Tristan	Marvels	Box	Michael	Marvels	Box	Marvels	Box
Leonardo DiCaprio Calls Martin Scorsese a ‘National Treasure’ and His ‘Cinematic Father Figure’	"He's still continuing to make daring, independent films even though they're massive in budget, DiCaprio said of his longtime collaborator behind ""Killers of the Flower Moon."""	Tristan	KOTFM	NR	Michael	KOTFM	Promo	KOTFM	Promo
Robert De Niro Blasts Apple and Gothams for Editing His Anti-Trump Speech on Teleprompter	"The ""Killers of the Flower Moon"" actor called out former president Donald Trump and the ""lies"" in media, saying, ""History isn’t history any more."""	Tristan	KOTFM	NR	Michael	KOTFM	NR	KOTFM	NR
The Ballad of Songbirds & Snakes: Is Jennifer Lawrence’s Katniss in The Hunger Games Prequel?	Fans want to know whether or not Jennifer Lawrence’s Katniss Everdeen is in The Hunger Games: The Ballad of Songbirds & Snakes. Here is all you need to know. However, beware of spoilers. Is Katniss Everdeen in The Hunger Games: The Ballad of Songbirds & Snake…	Tristan	HG	Plot	Michael	HG	Plot	HG	Plot
‘The Marvels’ Will Become the First MCU Title to Fall Short of $100 Million Domestic	"In happier box-office news, ""The Hunger Games: Ballad of Songbirds and Snakes"" opened well while ""Saltburn"" and ""Fallen Leaves"" had strong limited debuts."	Tristan	Marvels, HG, Trolls	Box	Michael	Marvels, HG, Trolls	Box	Marvels, HG, Trolls	Box
‘Killers of the Flower Moon’ Star Lily Gladstone Always Wants to Answer the Tough Questions	"The star of Martin Scorsese's ""Killers of the Flower Moon,"" who is set to receive the Performance Award at IndieWire Honors, walks us through her layered, complex turn as Mollie Burkhart."	Tristan	KOTFM	NR	Michael	KOTFM	Awards	KOTFM	Awards
2023 National Board of Review Winners List: ‘Killers of the Flower Moon’ Leads Top Honors	Maestro director-actor Bradley Cooper is also recognized with the NBR Icon Award.	Tristan	KOTFM	Awards	Michael	KOTFM	Awards	KOTFM	Awards
Five Nights At Freddy's Reignited A Dying Part Of Matthew Lillard's Career	Matthew Lillard has been working steadily since Scream and Scooby-Doo, but Five Nights at Freddy&amp;#39;s brought him back to the big screen.	Tristan	FNAF	NR	Michael	FNAF	NR	FNAF	NR
Breaking Down the Ending of The Marvels	The end of the Marvels suggests that big things are coming to the Marvel Cinematic Universe. Here's what happened and what it all means.	Tristan	Marvels	Plot	Michael	Marvels	Plot	Marvels	Plot
Godzilla Minus One Ending Explained: Long Live The King	Does the ending of Godzilla Minus One set up the possibility for even more films in this story&amp;#39;s timeline? Here&amp;#39;s our explanation.	Tristan	Godzilla	Plot	Michael	Godzilla	Plot	Godzilla	Plot
Napoleon's long and costly invasion of Russia was one of the deadliest military operations in history	In what would be the beginning of the end of his empire, Napoleon Bonaparte invaded Russia with the largest army Europe had ever seen.	Tristan	NR		Michael	NR		NR	
Bob Iger says Disney made too many sequels but he won't apologize for making them	"Referring to ""The Marvels,"" Disney CEO Bob Iger said the movie's poor performance was down to a lack of supervision from executives."	Tristan	Marvels	Prod	Michael	Marvels	Box	Marvels	Box
Can Apple's Napoleon Bring Ridley Scott And Joaquin Phoenix Box Office Glory?	Can Ridley Scott&amp;#39;s Napoleon conquer the box office when it opens over the Thanksgiving holiday? Or will it suffer an epic defeat?	Tristan	Napoleon	Box	Michael	Napoleon	Box	Napoleon	Box
De Niro accuses Apple of censoring his speech honoring Martin Scorsese	Robert De Niro says that Apple or the Gotham Awards cut a political segment including criticisms of Donald Trump out of his teleprompter copy of a speech — so he read the rest from his phone.Actor Robert De Niro presented Martin Scorsese with the Gotham Histo…	Tristan	NM		Michael	NM		NM	
‘Godzilla Minus One’ Is the Best Godzilla Movie in Ages	Going back to basics, Takashi Yamazaki’s ‘Minus One’ is a lean Spielbergian period drama that brings the Toho titan back to its former glory.	Tristan	Godzilla	Plot	Michael	Godzilla	Plot	Godzilla	Plot
November 2023 Box Office Breakdown: 11 Biggest Stats, Records & Failures	The November 2023 box office featured some underwhelming results, yet some movies exceeded expectations and some hit very important milestones.	Tristan	Napoleon	Box	Michael	Napoleon, Wish	Box	Napoleon, Wish	Box
Trolls Band Together Filmmakers Weren't Afraid To Get Experimental With Their Musical Sequel [Exclusive Interview]	/Film spoke with the filmmakers behind DreamWorks Animation&amp;#39;s Trolls Band Together about dance choreography, tackling different animation styles, and more.	Tristan	Trolls	Prod	Michael	Trolls	Prod	Trolls	Prod
7 scientific breakthroughs that resulted from Napoleon's invasion of Egypt	Over 150 scientists went with Napoleon Bonaparte when he invaded Egypt. They mapped pyramids, dissected mummies, and did more scientific work.	Tristan	Napoleon	NR	Juan	NR		Napoleon	NR
Godzilla Minus One's Director Wants to Do Star Wars, and Oh My Godzilla, Someone Let Him	Photo: Elyse Jankowski (Getty Images) Godzilla Minus One stomps into U.S. theaters today, so director Takashi Yamazaki probably already has a lot on his plate right now. But goddammit, the man wants to do a Star Wars movie, and now I can think of nothing mor…	Tristan	Godzilla	NR	Juan	Godzilla	NR	Godzilla	NR
Godzilla Minus One Gives A Terrifying Upgrade To The Atomic Breath	Godzilla&amp;#39;s famous atomic breath gets an update in the new film Godzilla Minus One. Read all about it right here!	Tristan	Godzilla	Plot	Juan	Godzilla	Plot	Godzilla	Plot
Godzilla Minus One Does Something Very Differently From Other Kaiju Movies	Takashi Yamazaki&amp;#39;s Godzilla Minus One succeeds where the American MonsterVerse Godzilla movies fail: It has compelling human characters we actually care about.	Tristan	Godzilla	Plot	Juan	Godzilla	Plot	Godzilla	Plot
Lily Gladstone Warns of ‘Killers of the Flower Moon’ Triggers: Native Audiences Will Feel ‘Generational Grief’ Onscreen	Never forget this story is recent history with a lasting impact on breathing, feeling people today, Gladstone wrote on social media.	Tristan	KOTFM	Plot	Juan	KOTFM	Plot	KOTFM	Plot
Godzilla Minus One Is Chock-Full Of Easter Eggs Referencing The Original Classic	Godzilla Minus One manages to be a fresh take on the kaiju monster movie and include several intriguing ties to the original film in the franchise.	Tristan	Godzilla	Plot	Juan	Godzilla	Plot	Godzilla	Plot
Rachel Zegler's red carpet exchange leaves reporter blown away	One reporter had a wholesome interaction with Hunger Games star Rachel Zegler on the red carpet. Claire Rowden, of MTV UK, was on duty interviewing Zegler and other cast members of The Hunger Games: The Ballad of Songbirds & Snakes. A prequel to the the origi…	Tristan	HG	Promo	Juan	HG	Promo	HG	Promo
Martin Scorsese Reveals Next Film Will Be Mukbang Of Leonardo DiCaprio Eating 5-Gallon Bucket Of Mac And Cheese	NEW YORK—Claiming it would be the artistic culmination of his entire filmmaking career, acclaimed director Martin Scorsese confirmed Monday that his next movie would be a feature-length mukbang of actor Leonardo DiCaprio eating a 5-gallon bucket of macaroni a…	Tristan	NR		Juan	NR		NR	
The Marvels Box Office Goes From Bad To Worse With Catastrophic Second Weekend Drop	The Marvels sets another unenviable box office record as it heads for the Marvel Cinematic Universe&amp;#39;s biggest ever second weekend drop.	Tristan	HG, Marvels	Box	Juan	Marvels	Box	HG, Marvels	Box
Japan Dominates The U.S. Box Office With The Boy And The Heron And Godzilla Minus One	Studio Ghibli&amp;#39;s The Boy and the Heron has debuted at the top of the North American box office, with Godzilla Minus One also remaining in the top five.	Tristan	Godzilla	Box	Juan	Godzilla	Box	Godzilla	Box
Experts love it — why this LG OLED for under $900 is the Black Friday TV deal to beat	The LG C3 OLED TV is the best way to watch Apple TV Plus, and it's under $900 for Black Friday.	Tristan	NR		Juan	NR		NR	
We have a winner! This sub-$900 LG C3 OLED TV is the best Black Friday TV deal of the day	The LG C3 OLED TV is the best way to watch Apple TV Plus, and it's under $900 for Black Friday.	Tristan	NR		Juan	NR		NR	
‘Killers Of The Flower Moon’ Sets Release Date For On-Demand And Digital Purchase	Martin Scorsese’s acclaimed Killers of the Flower Moon will become available on premium video-on-demand and for digital purchase beginning tomorrow, Dec. 5, in over 100 countries before streaming globally on Apple TV+, Apple Original Films announced today Rec…	Tristan	KOTFM	Streaming	Juan	KOTFM	Streaming	KOTFM	Streaming
Napoleon is the anti-Great Man biopic	Napoleon is a bombastic yet understated biopic where the most compelling war is marriage. Starring Joaquin Phoenix and Vanessa Kirby. In theaters Nov. 22.	Tristan	Napoleon	Plot	Juan	Napoleon	Plot	Napoleon	Plot
You talkin' for me? Robert De Niro accuses Apple of censoring his Gotham Awards speech	Robert De Niro accuses Apple and the Gotham Awards of censoring Donald Trump from his award ceremony speech.	Tristan	NR		Juan	NR		NR	
Deadline’s Sound & Screen: Film Kicks Off Tonight With Live Music From ‘Barbie’, ‘Killers Of The Flower Moon’ & More With Stars Including Mark Ronson & Diane Warren	Deadline’s Sound & Screen, our awards-season composer showcase of original music for some of this year’s most acclaimed films, gets underway tonight at UCLA’s Royce Hall, with a 60-piece orchestra tuning up to make it all sing. The event for industry voters b…	Tristan	KOTFM	Promo	Juan	KOTFM	Promo	KOTFM	Promo
Is The Hunger Games: The Ballad Of Songbirds & Snakes Suitable For Children?	The film will occupy the same MPAA rating as previous Hunger Games installments, but the images may prove more disturbing in the upcoming prequel.	Tristan	HG	Plot	Juan	HG	Plot	HG	Plot
Everyone Coriolanus Snow Kills In The Hunger Games: The Ballad Of Songbirds & Snakes	Coriolanus Snow takes a journey from a hopeful and compassionate young man to the cold calculating killer who one day becomes President of Panem.	Tristan	HG	Plot	Juan	HG	Plot	HG	Plot
WATCH: 'The Marvels' take over the Las Vegas Sphere	"Captain Marvel’s cat Goose, was on full display outside the new, immersive entertainment venue in Las Vegas for ""The Marvels"" premiere this week."	Tristan	Marvels	Promo	Juan	Marvels	Promo	Marvels	Promo
The Hunger Games: The Ballad Of Songbirds & Snakes Box Office Nears Crucial Milestone Globally	The Hunger Games: The Ballad of Songbirds and Snakes is still trailing behind previous entries, but nears an important box office milestone.	Tristan	HG	Box	Juan	HG	Box	HG	Box
Every Rachel Zegler Song In The Hunger Games: The Ballad Of Songbirds & Snakes Ranked	Hunger Games: The Ballad of Songbirds &amp; Snakes features a strong leading performance from Rachel Zegler who sings multiple songs in the prequel film.	Tristan	HG	Plot	Juan	HG	Plot	HG	Plot
Godzilla Minus One Review	A grand, sweeping blockbuster, Godzilla Minus One is light on terror and heavy on spectacle	Tristan	Godzilla	Plot	Juan	Godzilla	Plot	Godzilla	Plot
Robert De Niro Says His Awards Speech Was Edited, Blasts Trump as a ‘Charlatan’	Robert De Niro claimed his Gotham Awards speech was censored during Monday's live ceremony and criticized Donald Trump.	Tristan	KOTFM	NR	Juan	NR		KOTFM	NR
Netflix's May December Is The Latest Chapter In 2023's Reckoning With True Crime Stories	May December shows why we must remember that true crime tales are more than simple stories and those involved are not characters, but people.	Tristan	NM		Juan	NR		NM	
‘Napoleon’ Conquers Tuesday Thanksgiving Previews With $3M, ‘Wish’ $2.3M; ‘Hunger Games’ Wins Day With $6.5M – Box Office	Refresh for updates Apple Original Productions Ridley Scott Napoleon won $3M in Tuesday night previews while Disney’s Wish took in $2.3M. Both fired off at 3PM yesterday. That’s an impressive number for Napoleon given the war epic movie that it is: it’s right…	Tristan	Napoleon, Wish, HG	Box	Juan	Napoleon, Thanksgiving, HG, WIsh	Box	Napoleon, Wish, HG	Box
Marvel Taught Us That Movies Need to Be Events, but the MCU No Longer Qualifies	"The Marvels is a disaster while ""Priscilla"" and ""The Holdovers"" both stay strong. ""Dream Scenario"" and ""Tiger 3"" thrive in platform release."	Tristan	Marvels	Box	Juan	Marvels	Box	Marvels	Box
‘Godzilla Minus One’ Review: The King of Monsters Is Back — and Better than Ever	"Toho's ""Godzilla"" movies continue to run circles around American takes on the kaiju icon."	Tristan	Godzilla	Plot	Juan	Godzilla	Plot	Godzilla	Plot
'The Hunger Games: The Ballad of Songbirds & Snakes' Opening Weekend Box Office Numbers Revealed	The Hunger Games: The Ballad of Songbirds and Snakes is on top! The prequel movie in the Hunger Games franchise leads at the box office with $44 million in its opening weekend from 3,776 theaters, TheWrap reports. Keep reading to find out more… The movie just…	Tristan	HG	Box	Juan	HG	Box	HG	Box
What Is 'Godzilla Minus One'? Everything To Know About The Japanese Film That Set U.S. Records.	"A new film about the iconic monster aimed to create the ""most frightening and deadly Godzilla in history."""	Tristan	Godzilla	Box	Juan	Godzilla	Plot	Godzilla	Box
‘Renaissance: A Film By Beyonce’ Hopes To Pull In More Than The Single Ladies With $20M+ Opening	EXCLUSIVE: So AMC’s second concert movie, Renaissance: Film by Beyonce hit tracking recently with a $20M opening projection. You’ll remember that the No. 1 circuit in the world, which is distributing the movie to other exhibitors through Variance (who was tap…	Tristan	Renaissance	Box	Juan	Renaissance	Box	Renaissance	Box
Peacock Has the Best Streaming Deal for Cyber Monday, But It Ends Today	Stream Yellowstone, Five Nights at Freddy's, Super Mario Bros, and more	Tristan	FNAF	Streaming	Juan	NR		FNAF	Streaming
The Ballad of Songbirds & Snakes Star Explains Lucy Gray & Katniss’ Connection	During a recent virtual press conference for The Hunger Games: The Ballad of Songbirds & Snakes, lead star Rachel Zegler revealed why she didn’t felt the need to study Jennifer Lawrence‘s performances as Katniss Everdeen to prepare for the role of Lucy Gray B…	Tristan	HG	Promo	Juan	HG	Promo	HG	Promo
No Disney Movie Will Cross $1 Billion At The Box Office This Year – And That's Bad News	Disney was once able to claim multiple billion-dollar movies, but this year, their output has come up short at the box office.	Tristan	NM		Juan	NM		NM	
11 Burning Questions We Have After The Marvels	Image: Marvel Studios The Marvels is here, and with it, a bunch of updates on just what is going on in the Marvel Cinematic Universe, from Earth, to space, and beyond. But while much of the team-up movie’s big beats are neatly wrapped up by its brisk end, th…	Tristan	Marvels	Plot	Juan	Marvels	Plot	Marvels	Plot
Rachel Zegler, Hunter Schafer, Olivia Rodrigo and More Stars Sparkle at ‘The Hunger Games: The Ballad of Songbirds & Snakes’ Premiere	The shiny embellishments trend is here to stay.	Tristan	HG	Promo	Juan	HG	Promo	HG	Promo
Godzilla Minus One	Godzilla Minus One is a well-calibrated popcorn movie.	Tristan	Godzilla	Plot	Juan	Godzilla	Plot	Godzilla	Plot
5 movies to watch if you liked The Marvels	Did you enjoy the latest MCU movie The Marvels with Brie Larson and are looking for more like it? Then these five movies should be on your list to watch.	Tristan	Marvels	NR	Juan	Marvels	NR	Marvels	NR
How Robbie Robertson Avoided “Movie Music” In His Score For ‘Killers Of The Flower Moon’ – Sound & Screen Film	Scoring Killers of the Flower Moon was a daunting prospect for Robbie Robertson. The Band co-founder, who died in August at 80, had a vision he wanted to achieve but was “terrified of delivering something ordinary,” explained orchestrator-conductor Mark Graha…	Tristan	KOTFM	Prod	Juan	KOTFM	Prod	KOTFM	Prod
An Enjoyable Extravaganza About … Napoleon?	Ridley Scott’s take on the French leader is a sample platter of big battles and bristling insecurities.	Tristan	Napoleon	Plot	Juan	Napoleon	Plot	Napoleon	Plot
Lily Gladstone Reels In Her First Award	For Killers of the Flower Moon. The post Lily Gladstone Reels In Her First Award first appeared on Go Fug Yourself.	Tristan	KOTFM	Awards	Juan	KOTFM	Awards	KOTFM	Awards
The French Are Not Happy About “Napoleon”	Adam Gopnik writes about how Ridley Scott’s 2023 film, “Napoleon,” has provoked a surreal cultural dislocation and unintended comedy among French audiences.	Tristan	Napoleon	Plot	Juan	Napoleon	Plot	Napoleon	Plot
NY Film Critics Circle Give Best Film to Scorsese's 'KILLERS,' Director to 'OPPENHEIMER'S' Nolan...	The New York Film Critics Circle have chosen Killers of the Flower Moon as Best picture of 2023.  Christopher Nolan, Director of Oppenheimer, is Best Firector in a wise split with Martin Scorsese's epic.  The group will welcome the two best movies and directo…	Tristan	KOTFM	Awards	Juan	KOTFM	Awards	KOTFM	Awards
‘Killers of the Flower Moon’ Sets PVOD Launch Ahead of Streaming	Martin Scorsese’s “Killers of the Flower Moon” is headed home this week. Beginning Tuesday, you can watch the epic at home. While it is an Apple Original Films production, “Killers of the Flower Moon” will first be available on various PVOD platforms. It will…	Tristan	KOTFM	Streaming	Juan	KOTFM	Streaming	KOTFM	Streaming
Glorious Final Trailer for Japan's 'Godzilla Minus One' Now In Theaters	I don't want to see Tokyo in flames again! Japan's Toho has revealed one final official trailer (#4 in total) for Godzilla Minus One (or Godzilla -1.0) to celebrate the official release worldwide TODAY in theaters. Go see it! Word on the street is it's one …	Tristan	Godzilla	Promo	Juan	Godzilla	Promo	Godzilla	Promo
Box Office Results: The Marvels Fails to Ignite	Disney/Marvel’s The Marvels failed to get off the ground in its debut weekend, collecting a meager $47 million at the domestic box office. The pic ranks as the lowest opening for an MCU film to date, falling short of The Incredible Hulk’s $55M opening in 2008…	Tristan	Marvels	Box	Juan	Marvels	Box	Marvels	Box
‘Killers Of The Flower Moon’ Costume Team On Committing To Authentic Depiction Of Osage Nation – Contenders Film L.A.	“The day of using Gunsmoke and Bonanza portraying us is over. We have a voice, and we use it,” said Julia O’Keefe, the Osage Nation costume consultant for Apple Original Films’ Killers of the Flower Moon. During the panel for the Martin Scorsese-directed movi…	Tristan	KOTFM	Prod	Juan	KOTFM	Prod	KOTFM	Prod
AFI Awards Film Top 10: ‘Barbie’, ‘Oppenheimer’, ‘Maestro’, ‘Killers Of The Flower Moon’ Among Org’s Best Of 2023	The list of the 10 films chosen for the prestigious AFI Awards is out, and it is good news for Barbenheimer. Both summer blockbusters Barbie and Oppenheimer are among the elite group chosen for the 2023 list by the specially selected AFI jury of critics, film…	Tristan	KOTFM	Awards	Juan	KOTFM	Awards	KOTFM	Awards
Review: ‘Godzilla Minus One’ Is One Of 2023 Greatest Films	Cinema's most famous giant monster returns in a stunning and visionary reboot.	Tristan	Godzilla	Plot	Juan	Godzilla	Plot	Godzilla	Plot
Robert De Niro’s Ex-Assistant Wins $1.2 Million in Gender Discrimination Lawsuit	A jury found one of De Niro’s companies, Canal Productions, responsible for subjecting the actor’s former personal assistant Graham Chase Robinson to a toxic work environment.	Tristan	NR		Juan	NR		NR	
How to Watch Napoleon – Release Date and Streaming Status	Wondering how to watch Napoleon? We have all the information on the latest Ridley Scott movie, from showtimes to streaming status.	Tristan	Napoleon	Streaming	Nolin	Napoleon	Streaming	Napoleon	Streaming
Weekend Box Office: The odds are ever in The Hunger Games’ favor	Taking down Napoleon & Wish, The Hunger Games: The Ballad of Songbirds & Snakes pulled off a surprising Thanksgiving weekend victory. The post Weekend Box Office: The odds are ever in The Hunger Games’ favor appeared first on JoBlo.	Tristan	Napoleon, Wish, HG	Box	Nolin	HG, Napoleon, Wish	Box	Napoleon, Wish, HG	Box
Martin Scorsese's TikTok Stardom Was Accidental: 'I Was Tricked Into That'	"Martin Scorsese, famed film maker behind Taxi Driver, Killers of the Flower Moon, The Wolf of Wall Street, and so many more, is now, accidentally, a TikTok star. ""I was tricked into that,"" he said."	Tristan	KOTFM	NR	Nolin	KOTFM	NR	KOTFM	NR
Killers of the Flower Moon to Receive the Vanguard Award at the Palm Spring International Film Awards	"An article announcing that Martin Scorsese's ""Killers of the Flower Moon"" will receive the Vanguard Award at the Palm Springs International Film Awards."	Tristan	KOTFM	Awards	Nolin	KOTFM	Awards	KOTFM	Awards
2024 Oscars Shifts to Earlier Live Time Slot Before ‘Abbott Elementary’	The Academy Awards will be hosted once again by Jimmy Kimmel on March 10 and air live on ABC.	Tristan	NM		Nolin	NM		NM	
Box Office Results: Hunger Games Prequel Rises to the Top as Marvels Sinks	There are plenty of pros and cons at the box office this week. We’ll start with the good news. The Hunger Games prequel, The Ballad of Songbirds & Snakes, opened with a decent but not spectacular $44 million, enough to propel the Francis Lawrence-directed pic…	Tristan	HG, Marvels	Box	Nolin	HG	Box	HG, Marvels	Box
The Marvels review: the MCU’s shortest film is its biggest mess	Captain Marvel teams up with two Disney+ B-listers for the surprisingly shoddy MCU adventure The Marvels.	Tristan	Marvels	Plot	Nolin	Marvels	Plot	Marvels	Plot
The Ballad Of Songbirds & Snakes: Rachel Zegler On Lucy Gray's Fate	The book that The Hunger Games: The Ballad Of Songbirds & Snakes is based on has been out since late 2020, but plenty of people haven't read the book but have every intention of seeing the movie. Star Rachel Zegler has shared her opinion on the ending her cha…	Tristan	HG	Plot	Nolin	HG	Promo	HG	Plot
Japanese Movies Breathe Life Into Slow U.S. Box Office—As ‘Godzilla Minus One’ Breaks Records	“Godzilla Minus One” broke the record as the highest-grossing live-action Japanese film at North American theaters—and “The Boy and the Heron” could win the U.S. box office this weekend.	Tristan	Godzilla	Box	Nolin	Godzilla	Box	Godzilla	Box
‘Killers Of The Flower Moon’: Read The Screenplay From Martin Scorsese And Eric Roth That Looks To Un-Erase An Ugly Part Of U.S. History	Deadline’s Read the Screenplay series spotlighting the year’s most talked-about scripts continues with Killers of the Flower Moon, the Apple Original Films epic that sports the season’s biggest list of bona fides. Oscar winner Martin Scorsese directed the fil…	Tristan	KOTFM	Plot	Nolin	KOTFM	Plot	KOTFM	Plot
How to Watch Godzilla Minus One – Showtimes and Streaming Status	Wondering how to watch Godzilla Minus One? We have all the information on the kaiju's latest movie, from showtimes to streaming status.	Tristan	Godzilla	Streaming	Nolin	Godzilla	Streaming	Godzilla	Streaming
Killers of the Flower Moon, Oppenheimer, Poor Things Lead CFCA Nominations	The Chicago Film Critics Association nominees.	Tristan	KOTFM	Awards	Nolin	KOTFM	Awards	KOTFM	Awards
Minus One Proves That Godzilla Is the Most Versatile Character in Film History	Godzilla Minus One shows how the King of the Monsters has stayed relevant 70 years on.	Tristan	Godzilla	Plot	Nolin	Godzilla	Plot	Godzilla	Plot
Peacock is just $1.99 a month for a full year right now — If I wasn't already using this streaming service every day, I'd jump all over this amazing deal	Peacock is NBC's streaming service and features dozens of hit shows and movies within various genres. A Peacock membership is currently about 67% off right now with this deal.	Tristan	NR		Nolin	NM		NM	
When Will Godzilla Minus One Leave Movie Theaters & Cinemas?	With Godzilla Minus One performing well in theaters, fans are interested to find out when it will be leaving cinema screens. Here’s all you need to know about Godzilla Minus One’s theatrical run, and when you should catch a screening. When will Godzilla Minus…	Tristan	Godzilla	Streaming	Nolin	Godzilla	Streaming	Godzilla	Streaming
The best MCU sequels, ranked	While The Marvels isn't one of them, the MCU has produced many great sequels over the years. DT ranks the 10 best Marvel sequels ever.	Tristan	Marvels	NR	Nolin	Marvels	Plot	Marvels	Plot
Robert De Niro Gets Angry at Gotham Awards, Claims Trump Comments Cut	Robert De Niro was SUPER PISSED onstage during the Gotham Awards Monday night, claiming someone edited his speech about Donald Trump ...  but he read it anyway. The two-time Oscar winner was introducing the Gotham Historical Icon and Creator…	Tristan	NR		Nolin	NM		NM	
'Killers of the Flower Moon' SFX Coordinator Breaks Down the Epic's Biggest Effects	Killers of the Flower Moon is traditional big-budget filmmaking at its finest. It is the type of film that feels almost rare these day, and when you catch a moment that sparks your interest (both as an audience member and as a filmmaker), you want to know mor…	Tristan	KOTFM	Prod	Nolin	KOTFM	Prod	KOTFM	Prod
Viola Davis talks The Hunger Games	Viola Davis talks about starring in The Hunger Games: The Ballad of Songbirds & Snakes, spending four hours in hair and makeup to transform into the role and why she loves acting as the villain. YouTube	Tristan	HG	Promo	Nolin	HG	Promo	HG	Promo
Is Killers of the Flower Moon Based on a True Story? Real Events, Facts & People	Martin Scorsese’s star-studded movie, Killers of the Flower Moon follows the investigation that occurs when multiple wealthy Osage Native Americans are murdered, shortly after oil is discovered on their land. Tom White is the FBI agent, who uncovers a siniste…	Tristan	KOTFM	Plot	Nolin	KOTFM	Plot	KOTFM	Plot
8 ways to get Apple TV Plus free on Black Friday	Apple TV Plus is available for free from several outlets over Black Friday, here are all the ways to get your hands on it.	Tristan	Napoleon, KOTFM	Streaming	Nolin	NM		Napoleon, KOTFM	Streaming
Hunter Schafer Has Been Preparing for Her Hunger Games Role Since Childhood	Hunter Schafer talks about starting her acting career in New York City, shows Jimmy how to do an intense method acting exercise and spills on her role in The Hunger Games: The Ballad of Songbirds & Snakes. YouTube	Tristan	HG	Promo	Nolin	HG	Promo	HG	Promo
Halle Bailey & Rachel Zegler | Actors on Actors	In their Actors on Actors conversation, Halle Bailey ('The Color Purple') & Rachel Zegler ('The Hunger Games: The Ballad of Songbirds & Snakes') bond over singing on screen as Disney princesses Ariel in 'The Little Mermaid' and 'Snow White.' source	Tristan	HG	Promo	Nolin	HG	Promo	HG	Promo
One of Napoleon's signature hats on auction in France could fetch upwards of $650,000	One of the signature broad, black bicorne hats that Napoleon Bonaparte wore when he ruled 19th-century France and waged war in Europe is expected to fetch more than half a million euros (dollars) at auction	Tristan	NR		Nolin	Napoleon	NR	NR	
Thelma Schoonmaker shattering the cutting-room ceiling	Killers of the Flower Moon could help the film editor break new ground at the Oscars.	Tristan	KOTFM	Awards	Nolin	KOTFM	Prod	KOTFM	Awards
A Cathartic Watch	Entertainment musts from Elizabeth Bruenig	Tristan	NM		Nolin	NM		NM	
‘Godzilla Minus One’ Is Highest-Grossing Japanese Film In U.S. History	"With widespread acclaim from critics and audiences, the latest ""Godzilla"" reboot is breaking all kinds of records as it expands its footprint nationwide."	Tristan	Godzilla	Box	Nolin	Godzilla	Box	Godzilla	Box
Killers of The Flower Moon Costumes' Bridge the Gap in Indigenous Representation	We spoke with the costume designer Jacqueline West and consultant Julie O'Keefe about their work on Martin Scorsese's film Killers of The Flower Moon.	Tristan	KOTFM	Prod	Nolin	KOTFM	Prod	KOTFM	Prod
Trolls Band Together movie review: Justin Timberlake-fronted family homily will deafen you with sound, blind you with colour	Trolls Band Together movie review: Justin Timberlake's former band 'NSYNC comes together to belt their first number in 20 years. It's the third Trolls film in seven years. Hard to say what has aged worse.	Tristan	Trolls	Plot	Nolin	Trolls	Plot	Trolls	Plot
Taylor Swift postpones Rio de Janeiro concert after death of fan	The US pop star says she is putting safety first after temperatures in the Brazilian city reached 39.1C.	Tristan	NR		Nolin	NR		NR	
Robert De Niro accuses Gotham Awards of censoring his speech	Robert De Niro has more than a few opinions about former President Donald Trump, and he’s not one to be quiet about it. For the last decade, De Niro’s public appearances have been punctuated with criticisms of Trump. Why, just last month, he called him a “wan…	Tristan	NR		Nolin	NM		NM	
